medra_code,medra_name
10035565,Pleomorphic medium sized and large T-cell HTLV1 lymphoma (Kiel Classification) stage IV
10035566,Pleomorphic small T-cell HTLV1 lymphoma (Kiel Classification)
10035567,Pleomorphic small T-cell HTLV1 lymphoma (Kiel Classification) recurrent
10035568,Pleomorphic small T-cell HTLV1 lymphoma (Kiel Classification) refractory
10035569,Pleomorphic small T-cell HTLV1 lymphoma (Kiel Classification) stage I
10035570,Pleomorphic small T-cell HTLV1 lymphoma (Kiel Classification) stage II
10035571,Pleomorphic small T-cell HTLV1 lymphoma (Kiel Classification) stage III
10035572,Pleomorphic small T-cell HTLV1 lymphoma (Kiel Classification) stage IV
10035573,Pleomorphic small T-cell lymphoma (Kiel Classification)
10035574,Pleomorphic small T-cell lymphoma (Kiel Classification) stage I
10035575,Pleomorphic small T-cell lymphoma (Kiel Classification) recurrent
10035576,Pleomorphic small T-cell lymphoma (Kiel Classification) refractory
10035577,Pleomorphic small T-cell lymphoma (Kiel Classification) stage II
10035578,Pleomorphic small T-cell lymphoma (Kiel Classification) stage III
10035579,Pleomorphic small T-cell lymphoma (Kiel Classification) stage IV
10035580,Pleura biopsy
10035581,Pleura caesium therapy
10035582,Pleura cobalt therapy
10035583,Pleura electron beam therapy
10035584,Pleura external beam therapy
10035585,Pleura orthovoltage therapy
10035586,Pleura photon radiation therapy
10035587,Pleuracentesis
10035588,Pleural adhesion
10035589,Pleural biopsy
10035590,Pleural biopsy abnormal
10035591,Pleural biopsy normal
10035592,Pleural calcification
10035593,Pleural cavity aspiration
10035595,Pleural disorder
10035596,Pleural disorder NOS
10035598,Pleural effusion
10035599,Pleural external beam radiation therapy
10035600,Pleural fibrosis
10035601,Pleural haemorrhage
10035603,Pleural mesothelioma
10035604,Pleural mesothelioma benign
10035605,Pleural mesothelioma malignant advanced
10035606,Pleural mesothelioma malignant localised
10035607,Pleural mesothelioma malignant recurrent
10035608,Pleural metastases
10035609,Pleural neoplasm NOS
10035611,Pleural operation NOS
10035613,Pleural pain
10035615,Pleural rub
10035616,Pleural thickening
10035617,Pleurectomy
10035618,Pleurisy
10035619,Pleurisy (excl TB)
10035620,Pleurisy obliterative
10035621,"Pleurisy with effusion, with mention of a bacterial cause other than tuberculosis"
10035622,Pleurisy without mention of effusion or current tuberculosis
10035623,Pleuritic pain
10035624,Pleuritis
10035625,Pleurodesis
10035626,Pleurodynia
10035627,Pleuroscopy
10035628,Pleurothotonus
10035629,PLG
10035630,Plicated tongue
10035631,Pluerothotonus
10035632,Plummer-Vinson syndrome
10035634,PMS
10035635,PMT
10035636,PNC
10035637,PND
10035638,PNET of bone localized
10035639,PNET of bone metastatic
10035640,PNET of bone recurrent
10035641,PNET of bone stage unspecified
10035642,Pneumaturia
10035643,Pneumococcal acute exacerbation of chronic bronchitis
10035644,Pneumococcal infection NOS
10035645,Pneumococcal meningitis
10035646,Pneumococcal peritonitis
10035647,Pneumococcal pneumonia
10035648,Pneumococcal pneumonia [Streptococcus pneumoniae pneumonia]
10035649,Pneumococcal secondary bacterial infection of acute bronchitis
10035650,Pneumococcal septicaemia
10035651,Pneumococcal septicemia
10035652,Pneumococcus infection in conditions classified elsewhere and of unspecified site
10035653,Pneumoconiosis
10035654,Pneumoconiosis due to other inorganic dust
10035655,Pneumoconiosis due to other silica or silicates
10035656,Pneumoconiosis NOS
10035657,"Pneumoconiosis, unspecified"
10035658,Pneumocystis carinii infection
10035659,Pneumocystis carinii pneumonia
10035661,Pneumocystis pneumonia
10035662,Pneumocystosis
10035663,Pneumonectomy
10035664,Pneumonia
10035665,Pneumonia adenoviral
10035666,Pneumonia anaerobic bacterial NOS
10035667,Pneumonia anthrax
10035668,Pneumonia aspergilla
10035669,Pneumonia aspiration
10035670,Pneumonia bacterial NOS
10035671,Pneumonia blastomyces
10035672,Pneumonia bordetella
10035673,Pneumonia chlamydial
10035674,Pneumonia congenital NOS
10035675,Pneumonia congestive
10035676,Pneumonia cytomegaloviral
10035677,Pneumonia due to adenovirus
10035678,Pneumonia due to anaerobes
10035679,Pneumonia due to Escherichia coli (E. Coli)
10035680,Pneumonia due to Haemophilus influenzae (H. influenzae)
10035681,Pneumonia due to Hemophilus Influenzae (H. influenzae)
10035682,Pneumonia due to Klebsiella pneumoniae
10035683,Pneumonia due to mycoplasma pneumoniae
10035684,Pneumonia due to other gram-negative bacteria
10035685,Pneumonia due to other specified bacteria
10035686,Pneumonia due to other specified organism
10035687,Pneumonia due to other Streptococcus
10035688,Pneumonia due to other virus not elsewhere classified
10035689,Pneumonia due to other viruses not elsewhere classified
10035690,Pneumonia due to parainfluenza virus
10035691,Pneumonia due to pseudomonas
10035692,Pneumonia due to respiratory syncytial virus
10035693,Pneumonia due to Staphylococcus
10035694,Pneumonia due to Streptococcus
10035695,"Pneumonia due to Streptococcus, group a"
10035696,"Pneumonia due to Streptococcus, group b"
10035697,Pneumonia due to unspecified Streptococcus
10035698,Pneumonia eosinophilic
10035699,Pneumonia escherichia
10035700,Pneumonia fungal NOS
10035701,Pneumonia gram-negative bacterial NOS
10035702,Pneumonia haemophilus
10035703,Pneumonia herpes viral
10035704,Pneumonia in anthrax
10035705,Pneumonia in aspergillosis
10035706,Pneumonia in cytomegalic inclusion disease
10035707,Pneumonia in infectious diseases classified elsewhere
10035708,Pneumonia in measles
10035709,Pneumonia in ornithosis
10035710,Pneumonia in other infectious diseases classified elsewhere
10035711,Pneumonia in other systemic mycoses
10035712,Pneumonia in tularaemia
10035713,Pneumonia in whooping cough
10035714,Pneumonia influenzal
10035715,Pneumonia interstitial
10035716,Pneumonia interstitial diffuse
10035717,Pneumonia klebsiella
10035718,Pneumonia legionella
10035719,Pneumonia lipid
10035720,Pneumonia lipoid
10035721,Pneumonia lobar
10035722,Pneumonia measles
10035723,Pneumonia moraxella
10035724,Pneumonia mycoplasmal
10035725,Pneumonia NOS
10035726,Pneumonia NOS congenital
10035727,Pneumonia parainfluenzae viral
10035728,Pneumonia pneumococcal
10035729,Pneumonia post measles
10035730,Pneumonia primary atypical
10035731,Pneumonia pseudomonal
10035732,Pneumonia respiratory syncytial viral
10035733,Pneumonia salmonella
10035734,Pneumonia staphylococcal
10035735,Pneumonia streptococcal
10035736,Pneumonia tularaemia
10035737,Pneumonia viral
10035738,Pneumonia viral NOS
10035739,"Pneumonia, organism unspecified"
10035740,"Pneumonic plague, unspecified"
10035741,"Pneumonic, unspecified plague"
10035742,Pneumonitis
10035743,Pneumonitis allergic
10035744,Pneumonitis aspiration
10035745,Pneumonitis chemical
10035746,Pneumonitis cryptococcal
10035747,Pneumonitis due to inhalation of food or vomit
10035748,Pneumonitis due to inhalation of food or vomitus
10035749,Pneumonitis due to inhalation of oils and essences
10035750,Pneumonitis due to other solids and liquids
10035751,Pneumonitis due to solids and liquids
10035752,Pneumonitis due to toxoplasmosis
10035753,Pneumonitis fume inhalation
10035754,Pneumonitis hypersensitivity
10035755,Pneumonitis NOS
10035756,Pneumonitis toxoplasmal
10035757,Pneumonopathy due to inhalation of other dust
10035758,Pneumopathy due to inhalation of other dust
10035759,Pneumothorax
10035760,Pneumothorax (excl traumatic)
10035762,Pneumothorax NOS
10035763,Pneumothorax spontaneous
10035764,Pneumothorax spontaneous tension
10035765,Pneumothorax traumatic
10035766,PO2
10035767,PO2 abnormal NOS
10035768,PO2 decreased
10035769,PO2 increased
10035770,PO2 normal
10035771,Pocket erosion
10035772,Podagra
10035773,Podopompholyx
10035774,Poikilocytosis
10035775,Poison ivy rash
10035776,Poison oak rash
10035778,Poisoning accidental
10035779,Poisoning by acidifying agents
10035780,Poisoning by adrenal cortical steroids
10035781,Poisoning by agents primarily acting on the smooth and skeletal muscle and respiratory system
10035782,Poisoning by agents primarily acting on the smooth and skeletal muscles and respiratory system
10035783,Poisoning by agents primarily affecting blood constituents
10035784,"Poisoning by agents primarily affecting skin and mucous memb, ophth, oto/rhin/lary, and den drugs"
10035785,Poisoning by agents primarily affecting the cardiovascular system
10035786,Poisoning by agents primarily affecting the CVS
10035787,Poisoning by agents primarily affecting the gastrointestinal system
10035788,Poisoning by agents primarily affecting the gut
10035789,Poisoning by alcohol deterrents
10035790,Poisoning by alkalizing agents
10035791,Poisoning by analeptics
10035792,"Poisoning by analgesics, antipyretics, and antirheumatic drugs"
10035793,"Poisoning by analgesics, antipyretics, and antirheumatics"
10035794,Poisoning by androgens and anabolic congeners
10035795,Poisoning by antacids and antigastric secretion drugs
10035796,Poisoning by anterior pituitary hormones
10035797,Poisoning by anthelminthics
10035798,Poisoning by anthelmintics
10035799,Poisoning by anti-common cold drugs
10035800,Poisoning by anti-common-cold drugs
10035801,"Poisoning by anti-infectives and other drugs and preparations for ear, nose, and throat"
10035802,Poisoning by anti-Parkinsonism drugs
10035803,Poisoning by antiallergic and antiemetic drugs
10035804,Poisoning by antiasthmatics
10035805,Poisoning by antibiotic drugs
10035806,Poisoning by antibiotics
10035807,Poisoning by anticoagulant antagonists and other coagulants
10035808,Poisoning by anticoagulants
10035809,Poisoning by anticonvulsants and anti-Parkinsonism drugs
10035810,Poisoning by antidepressants
10035811,Poisoning by antidiarrheal drugs
10035812,Poisoning by antidiarrhoeal drugs
10035813,"Poisoning by antidotes and chelating agents, not elsewhere classified"
10035814,Poisoning by antifungal antibiotics
10035815,Poisoning by antilipemic and antiarteriosclerotic drugs
10035816,Poisoning by antimalarials and drugs acting on other blood protozoa
10035817,Poisoning by antineoplastic and immunosuppressive drugs
10035818,Poisoning by antineoplastic antibiotics
10035819,Poisoning by antipruritics
10035820,Poisoning by antirheumatics (antiphlogistics)
10035821,Poisoning by antithyroid agents
10035822,Poisoning by antitussives
10035823,"Poisoning by antivaricose drugs, including sclerosing agents"
10035824,Poisoning by antiviral drugs
10035825,"Poisoning by aromatic analgesics, not elsewhere classified"
10035826,Poisoning by arsenical anti-infectives
10035827,Poisoning by bacterial vaccines
10035828,Poisoning by barbiturates
10035829,Poisoning by BCG vaccine
10035830,Poisoning by benzodiazepine-based tranquilizers
10035831,Poisoning by benzodiazepine-based tranquillizers
10035832,Poisoning by bromine compounds
10035833,Poisoning by butyrophenone-based tranquilizers
10035834,Poisoning by butyrophenone-based tranquillizers
10035835,Poisoning by capillary-active drugs
10035836,Poisoning by carbonic acid anhydrase inhibitors
10035837,Poisoning by cardiac rhythm regulators
10035838,Poisoning by cardiotonic glycosides and drugs of similar action
10035839,Poisoning by central nervous system muscle-tone depressants
10035840,Poisoning by central nervous system stimulants
10035841,Poisoning by chloral hydrate group
10035842,Poisoning by chloramphenicol group
10035843,Poisoning by cholera vaccine
10035844,Poisoning by coronary vasodilators
10035845,Poisoning by dental drugs topically applied
10035846,Poisoning by dietetics
10035847,Poisoning by digestants
10035848,Poisoning by diphtheria vaccine
10035849,Poisoning by drugs primarily affecting the ANS
10035850,Poisoning by drugs primarily affecting the autonomic nervous system
10035851,"Poisoning by electrolytic, caloric, and water-balance agents"
10035852,Poisoning by emetics
10035853,Poisoning by emollient cathartics
10035854,"Poisoning by emollients, demulcents, and protectants"
10035855,"Poisoning by enzymes, not elsewhere classified"
10035856,Poisoning by erythromycin and other macrolides
10035857,Poisoning by expectorants
10035858,Poisoning by eye anti-infectives and other eye drugs
10035859,Poisoning by fibrinolysis-affecting drugs
10035860,Poisoning by fungi
10035861,Poisoning by gamma globulin
10035862,Poisoning by ganglion-blocking agents
10035863,Poisoning by glutethimide group
10035864,Poisoning by halothane
10035865,Poisoning by heavy metal anti-infectives
10035866,Poisoning by heroin
10035867,Poisoning by hormones and synthetic substitutes
10035868,Poisoning by hydantoin derivatives
10035869,Poisoning by insulins and antidiabetic agents
10035870,Poisoning by intravenous anaesthetics
10035871,Poisoning by intravenous anesthetics
10035872,Poisoning by iron and its compounds
10035873,Poisoning by irritant cathartics
10035874,"Poisoning by keratolytics, keratoplastics, other hair treatment drugs and preparations"
10035875,Poisoning by lipotropic drugs
10035876,Poisoning by liver preparations and other antianaemic agents
10035877,Poisoning by liver preparations and other antianemic agents
10035878,Poisoning by local anti-infectives and anti-inflammatory drugs
10035879,Poisoning by local astringents and local detergents
10035880,Poisoning by measles vaccine
10035881,Poisoning by mercurial diuretics
10035882,Poisoning by methadone
10035883,Poisoning by methaqualone compounds
10035884,"Poisoning by mixed bacterial vaccines, except combinations with a pertussis component"
10035885,"Poisoning by mixed sedatives, not elsewhere classified"
10035886,"Poisoning by mixed viral-ricket and bact vaccines, except combinations with pertussis component"
10035887,Poisoning by natural blood and blood products
10035888,Poisoning by opiate antagonists
10035889,Poisoning by opiates and related narcotics
10035890,"Poisoning by opium (alkaloids), unspecified"
10035891,Poisoning by other agents primarily affecting skin and mucous membrane
10035892,Poisoning by other and unspecified agents primarily affecting the cardiovascular system
10035893,Poisoning by other and unspecified anti-infectives
10035894,Poisoning by other and unspecified anticonvulsants
10035895,Poisoning by other and unspecified bacterial vaccines
10035896,Poisoning by other and unspecified drugs acting on muscles
10035897,Poisoning by other and unspecified drugs and medicaments
10035898,Poisoning by other and unspecified drugs and medicinal substances
10035899,Poisoning by other and unspecified general anaesthetics
